protein1 protein2 combined_score
362663.ECP_1032 362663.ECP_1023 304
362663.ECP_1032 362663.ECP_1553 152
362663.ECP_1032 362663.ECP_2259 367
362663.ECP_1032 362663.ECP_0391 175
362663.ECP_1032 362663.ECP_4417 224
362663.ECP_1032 362663.ECP_4785 152
362663.ECP_1032 362663.ECP_3610 164
362663.ECP_1032 362663.ECP_2118 152
362663.ECP_1032 362663.ECP_4571 233
362663.ECP_1032 362663.ECP_4122 215
362663.ECP_1032 362663.ECP_3630 320
362663.ECP_1032 362663.ECP_4355 197
362663.ECP_1032 362663.ECP_2558 152
362663.ECP_1032 362663.ECP_0991 491
362663.ECP_1032 362663.ECP_3490 532
362663.ECP_1032 362663.ECP_1741 619
362663.ECP_1034 362663.ECP_1030 857
362663.ECP_1034 362663.ECP_1035 956
362663.ECP_1034 362663.ECP_1036 491
362663.ECP_1034 362663.ECP_1029 751
362663.ECP_1035 362663.ECP_1031 870
362663.ECP_1035 362663.ECP_1036 733
362663.ECP_1035 362663.ECP_1034 956
362663.ECP_1035 362663.ECP_1030 616
362663.ECP_1035 362663.ECP_1029 635
362663.ECP_1036 362663.ECP_1031 666
362663.ECP_1036 362663.ECP_1035 733
362663.ECP_1036 362663.ECP_1034 491
362663.ECP_1038 362663.ECP_1039 604
362663.ECP_1038 362663.ECP_0803 258
362663.ECP_1039 362663.ECP_1038 604
362663.ECP_1039 362663.ECP_0953 263
362663.ECP_1039 362663.ECP_0924 221
362663.ECP_1041 362663.ECP_0497 199
362663.ECP_1041 362663.ECP_1042 618
362663.ECP_1042 362663.ECP_0097 847
362663.ECP_1042 362663.ECP_1429 477
362663.ECP_1042 362663.ECP_1041 618
362663.ECP_1046 362663.ECP_0944 326
362663.ECP_1046 362663.ECP_4323 174
362663.ECP_1046 362663.ECP_2650 174
362663.ECP_1046 362663.ECP_2393 174
362663.ECP_1049 362663.ECP_1052 293
362663.ECP_1051 362663.ECP_2898 290
362663.ECP_1051 362663.ECP_0473 286
362663.ECP_1051 362663.ECP_2671 292
362663.ECP_1051 362663.ECP_3172 292
362663.ECP_1051 362663.ECP_4765 252
362663.ECP_1052 362663.ECP_1049 293
362663.ECP_1053 362663.ECP_4261 633
362663.ECP_1053 362663.ECP_2659 890
362663.ECP_1053 362663.ECP_1226 433
362663.ECP_1053 362663.ECP_2658 761
362663.ECP_1055 362663.ECP_1076 199
362663.ECP_1057 362663.ECP_2650 274
362663.ECP_1057 362663.ECP_0944 326
362663.ECP_1057 362663.ECP_2393 274
362663.ECP_1058 362663.ECP_3384 199
362663.ECP_1060 362663.ECP_1943 204
362663.ECP_1060 362663.ECP_0768 302
362663.ECP_1060 362663.ECP_2457 152
362663.ECP_1060 362663.ECP_2747 204
362663.ECP_1060 362663.ECP_2176 165
362663.ECP_1062 362663.ECP_2340 278
362663.ECP_1062 362663.ECP_1855 571
362663.ECP_1062 362663.ECP_1876 717
362663.ECP_1062 362663.ECP_1075 517
362663.ECP_1062 362663.ECP_1074 893
362663.ECP_1062 362663.ECP_0258 268
362663.ECP_1062 362663.ECP_1824 698
362663.ECP_1062 362663.ECP_1857 669
362663.ECP_1063 362663.ECP_2278 280
362663.ECP_1063 362663.ECP_1855 992
362663.ECP_1063 362663.ECP_1068 254
362663.ECP_1063 362663.ECP_1859 596
362663.ECP_1063 362663.ECP_0258 243
362663.ECP_1063 362663.ECP_1824 474
362663.ECP_1063 362663.ECP_2954 278
362663.ECP_1063 362663.ECP_1860 231
362663.ECP_1063 362663.ECP_4390 239
362663.ECP_1063 362663.ECP_2641 165
362663.ECP_1064 362663.ECP_1325 280
362663.ECP_1064 362663.ECP_1711 165
362663.ECP_1065 362663.ECP_1871 853
362663.ECP_1065 362663.ECP_1070 422
362663.ECP_1065 362663.ECP_1068 412
362663.ECP_1065 362663.ECP_1859 542
362663.ECP_1065 362663.ECP_1069 512
362663.ECP_1065 362663.ECP_1858 351
362663.ECP_1065 362663.ECP_1833 448
362663.ECP_1065 362663.ECP_1066 904
362663.ECP_1065 362663.ECP_0259 448
362663.ECP_1065 362663.ECP_1403 270
362663.ECP_1066 362663.ECP_1069 864
362663.ECP_1066 362663.ECP_1065 904
362663.ECP_1066 362663.ECP_1855 506
362663.ECP_1066 362663.ECP_2954 237
362663.ECP_1066 362663.ECP_1871 435
362663.ECP_1066 362663.ECP_1070 718
362663.ECP_1066 362663.ECP_1829 236
362663.ECP_1066 362663.ECP_3471 236
362663.ECP_1066 362663.ECP_1067 280
362663.ECP_1067 362663.ECP_1825 831
362663.ECP_1067 362663.ECP_1066 280
362663.ECP_1067 362663.ECP_1883 280
362663.ECP_1067 362663.ECP_1877 879
362663.ECP_1067 362663.ECP_1068 794
362663.ECP_1067 362663.ECP_1073 737
362663.ECP_1068 362663.ECP_1074 848
362663.ECP_1068 362663.ECP_1858 475
362663.ECP_1068 362663.ECP_1827 280
362663.ECP_1068 362663.ECP_1879 468
362663.ECP_1068 362663.ECP_1880 823
362663.ECP_1068 362663.ECP_1873 563
362663.ECP_1068 362663.ECP_1070 767
362663.ECP_1068 362663.ECP_1063 254
362663.ECP_1068 362663.ECP_1067 794
362663.ECP_1068 362663.ECP_1065 412
362663.ECP_1068 362663.ECP_1857 521
362663.ECP_1068 362663.ECP_1877 220
362663.ECP_1068 362663.ECP_1075 521
362663.ECP_1069 362663.ECP_2281 207
362663.ECP_1069 362663.ECP_0083 280
362663.ECP_1069 362663.ECP_1065 512
362663.ECP_1069 362663.ECP_1066 864
362663.ECP_1069 362663.ECP_2935 223
362663.ECP_1069 362663.ECP_1858 463
362663.ECP_1069 362663.ECP_1873 360
362663.ECP_1069 362663.ECP_1070 850
362663.ECP_1070 362663.ECP_1859 341
362663.ECP_1070 362663.ECP_1069 850
362663.ECP_1070 362663.ECP_1879 293
362663.ECP_1070 362663.ECP_1072 676
362663.ECP_1070 362663.ECP_1825 280
362663.ECP_1070 362663.ECP_1873 295
362663.ECP_1070 362663.ECP_1880 293
362663.ECP_1070 362663.ECP_1068 767
362663.ECP_1070 362663.ECP_2281 268
362663.ECP_1070 362663.ECP_1871 445
362663.ECP_1070 362663.ECP_1075 181
362663.ECP_1070 362663.ECP_1872 292
362663.ECP_1070 362663.ECP_1066 718
362663.ECP_1070 362663.ECP_1065 422
362663.ECP_1070 362663.ECP_1857 181
362663.ECP_1071 362663.ECP_0497 280
362663.ECP_1071 362663.ECP_1072 879
362663.ECP_1071 362663.ECP_1403 252
362663.ECP_1071 362663.ECP_1075 231
362663.ECP_1071 362663.ECP_1875 237
362663.ECP_1072 362663.ECP_1070 676
362663.ECP_1072 362663.ECP_0259 437
362663.ECP_1072 362663.ECP_1824 183
362663.ECP_1072 362663.ECP_1874 274
362663.ECP_1072 362663.ECP_1872 738
362663.ECP_1072 362663.ECP_1858 280
362663.ECP_1072 362663.ECP_1833 589
362663.ECP_1072 362663.ECP_1879 290
362663.ECP_1072 362663.ECP_1071 879
362663.ECP_1073 362663.ECP_1485 151
362663.ECP_1073 362663.ECP_1024 284
362663.ECP_1073 362663.ECP_1506 151
362663.ECP_1073 362663.ECP_1889 284
362663.ECP_1073 362663.ECP_3629 151
362663.ECP_1073 362663.ECP_1741 151
362663.ECP_1073 362663.ECP_1859 313
362663.ECP_1073 362663.ECP_1733 151
362663.ECP_1073 362663.ECP_1879 286
362663.ECP_1073 362663.ECP_1542 175
362663.ECP_1073 362663.ECP_1394 284
362663.ECP_1073 362663.ECP_0444 284
362663.ECP_1073 362663.ECP_3336 151
362663.ECP_1073 362663.ECP_1403 845
362663.ECP_1073 362663.ECP_0848 151
362663.ECP_1073 362663.ECP_2419 151
362663.ECP_1073 362663.ECP_1067 737
362663.ECP_1073 362663.ECP_1486 284
362663.ECP_1073 362663.ECP_1875 297
362663.ECP_1073 362663.ECP_1734 151
362663.ECP_1073 362663.ECP_1521 284
362663.ECP_1073 362663.ECP_1860 169
362663.ECP_1073 362663.ECP_2605 151
362663.ECP_1074 362663.ECP_2281 207
362663.ECP_1074 362663.ECP_1062 893
362663.ECP_1074 362663.ECP_1857 803
362663.ECP_1074 362663.ECP_1875 260
362663.ECP_1074 362663.ECP_2481 217
362663.ECP_1074 362663.ECP_1075 884
362663.ECP_1074 362663.ECP_1876 459
362663.ECP_1074 362663.ECP_1859 443
362663.ECP_1074 362663.ECP_0258 433
362663.ECP_1074 362663.ECP_1068 848
362663.ECP_1074 362663.ECP_1271 284
362663.ECP_1074 362663.ECP_2767 150
362663.ECP_1074 362663.ECP_1854 280
362663.ECP_1074 362663.ECP_1824 433
362663.ECP_1075 362663.ECP_0258 389
362663.ECP_1075 362663.ECP_1859 945
362663.ECP_1075 362663.ECP_1068 521
362663.ECP_1075 362663.ECP_1884 270
362663.ECP_1075 362663.ECP_1062 517
362663.ECP_1075 362663.ECP_1875 305
362663.ECP_1075 362663.ECP_1857 362
362663.ECP_1075 362663.ECP_2340 177
362663.ECP_1075 362663.ECP_1580 224
362663.ECP_1075 362663.ECP_2656 288
362663.ECP_1075 362663.ECP_1070 181
362663.ECP_1075 362663.ECP_1071 231
362663.ECP_1075 362663.ECP_4387 243
362663.ECP_1075 362663.ECP_1074 884
362663.ECP_1075 362663.ECP_1824 389
362663.ECP_1075 362663.ECP_1858 427
362663.ECP_1076 362663.ECP_1397 338
362663.ECP_1076 362663.ECP_3621 199
362663.ECP_1076 362663.ECP_2760 976
362663.ECP_1076 362663.ECP_1205 199
362663.ECP_1076 362663.ECP_2578 464
362663.ECP_1076 362663.ECP_3974 600
362663.ECP_1076 362663.ECP_0014 267
362663.ECP_1076 362663.ECP_2503 177
362663.ECP_1076 362663.ECP_2915 179
362663.ECP_1076 362663.ECP_4197 267
362663.ECP_1076 362663.ECP_3972 828
362663.ECP_1076 362663.ECP_3252 996
362663.ECP_1076 362663.ECP_3735 199
362663.ECP_1076 362663.ECP_1055 199
362663.ECP_1076 362663.ECP_3641 199
362663.ECP_1076 362663.ECP_4417 653
362663.ECP_1076 362663.ECP_3405 215
362663.ECP_1076 362663.ECP_2477 199
362663.ECP_1076 362663.ECP_0153 199
362663.ECP_1076 362663.ECP_0811 464
362663.ECP_1076 362663.ECP_0526 241
362663.ECP_1076 362663.ECP_4448 267
362663.ECP_1076 362663.ECP_4138 468
362663.ECP_1076 362663.ECP_0589 217
362663.ECP_1076 362663.ECP_4424 589
362663.ECP_1076 362663.ECP_3389 199
362663.ECP_1076 362663.ECP_0188 151
362663.ECP_1076 362663.ECP_1200 199
362663.ECP_1076 362663.ECP_3250 464
362663.ECP_1076 362663.ECP_1298 199
362663.ECP_1078 362663.ECP_1316 276
362663.ECP_1078 362663.ECP_0015 224
362663.ECP_1078 362663.ECP_0586 196
362663.ECP_1078 362663.ECP_2224 188
362663.ECP_1078 362663.ECP_1130 583
362663.ECP_1078 362663.ECP_0953 286
362663.ECP_1078 362663.ECP_1000 224
362663.ECP_1078 362663.ECP_3748 152
362663.ECP_1078 362663.ECP_3749 222
362663.ECP_1078 362663.ECP_3408 216
362663.ECP_1078 362663.ECP_2843 216
362663.ECP_1078 362663.ECP_4196 217
362663.ECP_1078 362663.ECP_1976 213
362663.ECP_1078 362663.ECP_2583 222
362663.ECP_1078 362663.ECP_4432 161
362663.ECP_1078 362663.ECP_2727 248
362663.ECP_1078 362663.ECP_0484 199
362663.ECP_1078 362663.ECP_3397 222
362663.ECP_1078 362663.ECP_3314 214
362663.ECP_1078 362663.ECP_3907 248
362663.ECP_1078 362663.ECP_1086 213
362663.ECP_1078 362663.ECP_3701 189
362663.ECP_1078 362663.ECP_4425 222
362663.ECP_1078 362663.ECP_3273 272
362663.ECP_1078 362663.ECP_0589 217
362663.ECP_1078 362663.ECP_1418 157
362663.ECP_1078 362663.ECP_3270 155
362663.ECP_1078 362663.ECP_3389 215
362663.ECP_1078 362663.ECP_3062 213
362663.ECP_1078 362663.ECP_3454 196
362663.ECP_1078 362663.ECP_0973 234
362663.ECP_1078 362663.ECP_4075 248
362663.ECP_1081 362663.ECP_0784 282
362663.ECP_1081 362663.ECP_3735 985
362663.ECP_1081 362663.ECP_4059 292
362663.ECP_1081 362663.ECP_3291 774
362663.ECP_1081 362663.ECP_3398 967
362663.ECP_1081 362663.ECP_0484 199
362663.ECP_1081 362663.ECP_3374 376
362663.ECP_1081 362663.ECP_3431 970
362663.ECP_1081 362663.ECP_3397 996
362663.ECP_1081 362663.ECP_4199 992
362663.ECP_1081 362663.ECP_3404 967
362663.ECP_1081 362663.ECP_3253 967
362663.ECP_1081 362663.ECP_4445 970
362663.ECP_1081 362663.ECP_3409 969
362663.ECP_1081 362663.ECP_3748 358
362663.ECP_1081 362663.ECP_1663 994
362663.ECP_1081 362663.ECP_2607 996
362663.ECP_1081 362663.ECP_3403 998
362663.ECP_1081 362663.ECP_2379 292
362663.ECP_1081 362663.ECP_2569 948
362663.ECP_1081 362663.ECP_4197 990
362663.ECP_1081 362663.ECP_3408 996
362663.ECP_1081 362663.ECP_2610 970
362663.ECP_1081 362663.ECP_4195 376
362663.ECP_1081 362663.ECP_0200 511
362663.ECP_1081 362663.ECP_2620 849
362663.ECP_1081 362663.ECP_3155 967
362663.ECP_1081 362663.ECP_4145 967
362663.ECP_1081 362663.ECP_3256 376
362663.ECP_1081 362663.ECP_3382 998
362663.ECP_1081 362663.ECP_3388 376
362663.ECP_1081 362663.ECP_0265 458
362663.ECP_1081 362663.ECP_1976 266
362663.ECP_1081 362663.ECP_1666 929
362663.ECP_1081 362663.ECP_3386 967
362663.ECP_1081 362663.ECP_4196 996
362663.ECP_1081 362663.ECP_4758 441
362663.ECP_1081 362663.ECP_0359 899
362663.ECP_1081 362663.ECP_3262 376
362663.ECP_1081 362663.ECP_3393 967
362663.ECP_1081 362663.ECP_2571 849
362663.ECP_1081 362663.ECP_3734 966
362663.ECP_1081 362663.ECP_3406 967
362663.ECP_1081 362663.ECP_2765 376
362663.ECP_1081 362663.ECP_1086 266
362663.ECP_1081 362663.ECP_1869 697
362663.ECP_1081 362663.ECP_2212 373
362663.ECP_1081 362663.ECP_3314 996
362663.ECP_1081 362663.ECP_3747 376
362663.ECP_1081 362663.ECP_3405 996
362663.ECP_1081 362663.ECP_1601 294
362663.ECP_1081 362663.ECP_4448 996
362663.ECP_1081 362663.ECP_2226 967
362663.ECP_1081 362663.ECP_3385 969
362663.ECP_1081 362663.ECP_3379 376
362663.ECP_1081 362663.ECP_3400 955
362663.ECP_1081 362663.ECP_3394 974
362663.ECP_1081 362663.ECP_4777 256
362663.ECP_1081 362663.ECP_0667 355
362663.ECP_1081 362663.ECP_4200 376
362663.ECP_1081 362663.ECP_4198 955
362663.ECP_1081 362663.ECP_3401 996
362663.ECP_1081 362663.ECP_1664 967
362663.ECP_1081 362663.ECP_3395 969
362663.ECP_1081 362663.ECP_4194 376
362663.ECP_1081 362663.ECP_3273 996
362663.ECP_1081 362663.ECP_3557 376
362663.ECP_1081 362663.ECP_0095 376
362663.ECP_1081 362663.ECP_3432 986
362663.ECP_1081 362663.ECP_3384 967
362663.ECP_1081 362663.ECP_0180 868
362663.ECP_1081 362663.ECP_4118 294
362663.ECP_1081 362663.ECP_3387 899
362663.ECP_1081 362663.ECP_0954 256
362663.ECP_1081 362663.ECP_3383 376
362663.ECP_1081 362663.ECP_0922 376
362663.ECP_1081 362663.ECP_3402 967
362663.ECP_1081 362663.ECP_0036 292
362663.ECP_1081 362663.ECP_3486 294
362663.ECP_1081 362663.ECP_0834 256
362663.ECP_1081 362663.ECP_3062 266
362663.ECP_1081 362663.ECP_3407 996
362663.ECP_1081 362663.ECP_4193 358
362663.ECP_1081 362663.ECP_3396 967
362663.ECP_1081 362663.ECP_3389 996
362663.ECP_1081 362663.ECP_3270 376
362663.ECP_1081 362663.ECP_3272 994
362663.ECP_1081 362663.ECP_0360 774
362663.ECP_1081 362663.ECP_3390 955
362663.ECP_1081 362663.ECP_3692 376
362663.ECP_1081 362663.ECP_0786 697
362663.ECP_1081 362663.ECP_0958 311
362663.ECP_1081 362663.ECP_0100 376
362663.ECP_1081 362663.ECP_4418 376
362663.ECP_1081 362663.ECP_4456 292
362663.ECP_1081 362663.ECP_1329 282
362663.ECP_1081 362663.ECP_2611 376
362663.ECP_1081 362663.ECP_4055 286
362663.ECP_1081 362663.ECP_3313 986
362663.ECP_1081 362663.ECP_3399 967
362663.ECP_1081 362663.ECP_2516 376
362663.ECP_1081 362663.ECP_3429 358
362663.ECP_1081 362663.ECP_0177 967
362663.ECP_1081 362663.ECP_4391 376
362663.ECP_1081 362663.ECP_3430 861
362663.ECP_1081 362663.ECP_3443 256
362663.ECP_1081 362663.ECP_0022 967
362663.ECP_1081 362663.ECP_3391 969
362663.ECP_1081 362663.ECP_3392 967
362663.ECP_1081 362663.ECP_4447 967
362663.ECP_1081 362663.ECP_4201 376
362663.ECP_1081 362663.ECP_3257 376
362663.ECP_1081 362663.ECP_2884 512
362663.ECP_1081 362663.ECP_1259 864
362663.ECP_1081 362663.ECP_2599 774
362663.ECP_1082 362663.ECP_0097 476
362663.ECP_1082 362663.ECP_3149 851
362663.ECP_1082 362663.ECP_0747 151
362663.ECP_1082 362663.ECP_0096 546
362663.ECP_1083 362663.ECP_2362 295
362663.ECP_1083 362663.ECP_1342 379
362663.ECP_1083 362663.ECP_1087 295
362663.ECP_1083 362663.ECP_0410 181
362663.ECP_1083 362663.ECP_1974 517
362663.ECP_1083 362663.ECP_4301 181
362663.ECP_1083 362663.ECP_1085 204
362663.ECP_1083 362663.ECP_1943 204
362663.ECP_1083 362663.ECP_1979 204
362663.ECP_1083 362663.ECP_1084 517
362663.ECP_1083 362663.ECP_1976 206
362663.ECP_1083 362663.ECP_1086 267
362663.ECP_1083 362663.ECP_3062 206
362663.ECP_1084 362663.ECP_3062 362
362663.ECP_1084 362663.ECP_1550 153
362663.ECP_1084 362663.ECP_1342 489
362663.ECP_1084 362663.ECP_1085 349
362663.ECP_1084 362663.ECP_1976 362
362663.ECP_1084 362663.ECP_0959 519
362663.ECP_1084 362663.ECP_2362 422
362663.ECP_1084 362663.ECP_1087 422
362663.ECP_1084 362663.ECP_1086 439
362663.ECP_1084 362663.ECP_1943 349
362663.ECP_1084 362663.ECP_0188 474
362663.ECP_1084 362663.ECP_1083 517
362663.ECP_1084 362663.ECP_1979 349
362663.ECP_1085 362663.ECP_0618 205
362663.ECP_1085 362663.ECP_4059 274
362663.ECP_1085 362663.ECP_3337 213
362663.ECP_1085 362663.ECP_1083 204
362663.ECP_1085 362663.ECP_2849 195
362663.ECP_1085 362663.ECP_1979 708
362663.ECP_1085 362663.ECP_1084 349
362663.ECP_1085 362663.ECP_1634 163
362663.ECP_1085 362663.ECP_1342 202
362663.ECP_1085 362663.ECP_4267 213
362663.ECP_1085 362663.ECP_1972 254
362663.ECP_1085 362663.ECP_1978 554
362663.ECP_1085 362663.ECP_0959 169
362663.ECP_1085 362663.ECP_2362 369
362663.ECP_1085 362663.ECP_1648 161
362663.ECP_1085 362663.ECP_1970 589
362663.ECP_1085 362663.ECP_3973 199
362663.ECP_1085 362663.ECP_1678 165
362663.ECP_1085 362663.ECP_1748 161
362663.ECP_1085 362663.ECP_0037 161
362663.ECP_1085 362663.ECP_1086 237
362663.ECP_1085 362663.ECP_1974 349
362663.ECP_1085 362663.ECP_0188 294
362663.ECP_1085 362663.ECP_1943 638
362663.ECP_1085 362663.ECP_1966 254
362663.ECP_1085 362663.ECP_0627 268
362663.ECP_1085 362663.ECP_1942 238
362663.ECP_1085 362663.ECP_1287 222
362663.ECP_1085 362663.ECP_2379 274
362663.ECP_1085 362663.ECP_1087 369
362663.ECP_1085 362663.ECP_3060 161
362663.ECP_1085 362663.ECP_1523 183
362663.ECP_1086 362663.ECP_3215 213
362663.ECP_1086 362663.ECP_2307 290
362663.ECP_1086 362663.ECP_1666 213
362663.ECP_1086 362663.ECP_4196 293
362663.ECP_1086 362663.ECP_4465 666
362663.ECP_1086 362663.ECP_0265 218
362663.ECP_1086 362663.ECP_3382 292
362663.ECP_1086 362663.ECP_0187 764
362663.ECP_1086 362663.ECP_0504 266
362663.ECP_1086 362663.ECP_2583 189
362663.ECP_1086 362663.ECP_0218 218
362663.ECP_1086 362663.ECP_4432 381
362663.ECP_1086 362663.ECP_2683 679
362663.ECP_1086 362663.ECP_3734 266
362663.ECP_1086 362663.ECP_1085 237
362663.ECP_1086 362663.ECP_0359 224
362663.ECP_1086 362663.ECP_1490 292
362663.ECP_1086 362663.ECP_1078 213
362663.ECP_1086 362663.ECP_3934 209
362663.ECP_1086 362663.ECP_1523 154
362663.ECP_1086 362663.ECP_2714 213
362663.ECP_1086 362663.ECP_2727 266
362663.ECP_1086 362663.ECP_2587 199
362663.ECP_1086 362663.ECP_0570 213
362663.ECP_1086 362663.ECP_0618 439
362663.ECP_1086 362663.ECP_3749 189
362663.ECP_1086 362663.ECP_0959 881
362663.ECP_1086 362663.ECP_1971 312
362663.ECP_1086 362663.ECP_1087 986
362663.ECP_1086 362663.ECP_2362 986
362663.ECP_1086 362663.ECP_3408 292
362663.ECP_1086 362663.ECP_1648 280
362663.ECP_1086 362663.ECP_2569 218
362663.ECP_1086 362663.ECP_0200 218
362663.ECP_1086 362663.ECP_0039 381
362663.ECP_1086 362663.ECP_1970 450
362663.ECP_1086 362663.ECP_2319 213
362663.ECP_1086 362663.ECP_3060 194
362663.ECP_1086 362663.ECP_0492 290
362663.ECP_1086 362663.ECP_2322 785
362663.ECP_1086 362663.ECP_0251 381
362663.ECP_1086 362663.ECP_2884 218
362663.ECP_1086 362663.ECP_1083 267
362663.ECP_1086 362663.ECP_2316 765
362663.ECP_1086 362663.ECP_0614 204
362663.ECP_1086 362663.ECP_2535 349
362663.ECP_1086 362663.ECP_0907 367
362663.ECP_1086 362663.ECP_2327 783
362663.ECP_1086 362663.ECP_1380 666
362663.ECP_1086 362663.ECP_0884 666
362663.ECP_1086 362663.ECP_2849 375
362663.ECP_1086 362663.ECP_2300 248
362663.ECP_1086 362663.ECP_3498 992
362663.ECP_1086 362663.ECP_3387 224
362663.ECP_1086 362663.ECP_1748 280
362663.ECP_1086 362663.ECP_1967 312
362663.ECP_1086 362663.ECP_1081 266
362663.ECP_1086 362663.ECP_3907 266
362663.ECP_1086 362663.ECP_1869 189
362663.ECP_1086 362663.ECP_0935 267
362663.ECP_1086 362663.ECP_3241 290
362663.ECP_1086 362663.ECP_0037 280
362663.ECP_1086 362663.ECP_3405 224
362663.ECP_1086 362663.ECP_1126 332
362663.ECP_1086 362663.ECP_3314 293
362663.ECP_1086 362663.ECP_0667 266
362663.ECP_1086 362663.ECP_2357 266
362663.ECP_1086 362663.ECP_3401 200
362663.ECP_1086 362663.ECP_1642 381
362663.ECP_1086 362663.ECP_4448 266
362663.ECP_1086 362663.ECP_1974 439
362663.ECP_1086 362663.ECP_2320 679
362663.ECP_1086 362663.ECP_0747 294
362663.ECP_1086 362663.ECP_3603 666
362663.ECP_1086 362663.ECP_0491 290
362663.ECP_1086 362663.ECP_2321 783
362663.ECP_1086 362663.ECP_0484 290
362663.ECP_1086 362663.ECP_1254 376
362663.ECP_1086 362663.ECP_2765 295
362663.ECP_1086 362663.ECP_2720 218
362663.ECP_1086 362663.ECP_3397 293
362663.ECP_1086 362663.ECP_2597 213
362663.ECP_1086 362663.ECP_4088 213
362663.ECP_1086 362663.ECP_0938 218
362663.ECP_1086 362663.ECP_1942 539
362663.ECP_1086 362663.ECP_0953 224
362663.ECP_1086 362663.ECP_1978 425
362663.ECP_1086 362663.ECP_1975 381
362663.ECP_1086 362663.ECP_1663 266
362663.ECP_1086 362663.ECP_3748 295
362663.ECP_1086 362663.ECP_1000 237
362663.ECP_1086 362663.ECP_2607 266
362663.ECP_1086 362663.ECP_3403 213
362663.ECP_1086 362663.ECP_2323 780
362663.ECP_1086 362663.ECP_2772 213
362663.ECP_1086 362663.ECP_3933 152
362663.ECP_1086 362663.ECP_1973 312
362663.ECP_1086 362663.ECP_0559 181
362663.ECP_1086 362663.ECP_3399 224
362663.ECP_1086 362663.ECP_2315 767
362663.ECP_1086 362663.ECP_0015 237
362663.ECP_1086 362663.ECP_1342 528
362663.ECP_1086 362663.ECP_3240 666
362663.ECP_1086 362663.ECP_0586 213
362663.ECP_1086 362663.ECP_1403 679
362663.ECP_1086 362663.ECP_1900 290
362663.ECP_1086 362663.ECP_0059 213
362663.ECP_1086 362663.ECP_3389 293
362663.ECP_1086 362663.ECP_2325 999
362663.ECP_1086 362663.ECP_3272 266
362663.ECP_1086 362663.ECP_0188 954
362663.ECP_1086 362663.ECP_1084 439
362663.ECP_1086 362663.ECP_1979 697
362663.ECP_1086 362663.ECP_3407 218
362663.ECP_1086 362663.ECP_2326 777
362663.ECP_1086 362663.ECP_0786 189
362663.ECP_1086 362663.ECP_4075 266
362663.ECP_1086 362663.ECP_0973 224
362663.ECP_1086 362663.ECP_2887 186
362663.ECP_1086 362663.ECP_2565 792
362663.ECP_1086 362663.ECP_3454 213
362663.ECP_1086 362663.ECP_0707 290
362663.ECP_1086 362663.ECP_1943 784
362663.ECP_1086 362663.ECP_0100 332
362663.ECP_1086 362663.ECP_3627 292
362663.ECP_1086 362663.ECP_4425 189
362663.ECP_1086 362663.ECP_3273 294
362663.ECP_1086 362663.ECP_4412 213
362663.ECP_1086 362663.ECP_2324 782
362663.ECP_1086 362663.ECP_0084 266
362663.ECP_1087 362663.ECP_1976 364
362663.ECP_1087 362663.ECP_1979 525
362663.ECP_1087 362663.ECP_1942 161
362663.ECP_1087 362663.ECP_0672 269
362663.ECP_1087 362663.ECP_1970 256
362663.ECP_1087 362663.ECP_0618 268
362663.ECP_1087 362663.ECP_1083 295
362663.ECP_1087 362663.ECP_0959 627
362663.ECP_1087 362663.ECP_1230 260
362663.ECP_1087 362663.ECP_1978 229
362663.ECP_1087 362663.ECP_2552 269
362663.ECP_1087 362663.ECP_1943 730
362663.ECP_1087 362663.ECP_1085 369
362663.ECP_1087 362663.ECP_1974 422
362663.ECP_1087 362663.ECP_4387 226
362663.ECP_1087 362663.ECP_3062 364
362663.ECP_1087 362663.ECP_0188 614
362663.ECP_1087 362663.ECP_1086 986
362663.ECP_1087 362663.ECP_1084 422
362663.ECP_1088 362663.ECP_1707 169
362663.ECP_1088 362663.ECP_2357 151
362663.ECP_1088 362663.ECP_4170 151
362663.ECP_1088 362663.ECP_0815 173
362663.ECP_1088 362663.ECP_2179 165
362663.ECP_1088 362663.ECP_3102 173
362663.ECP_1088 362663.ECP_0410 241
362663.ECP_1088 362663.ECP_0495 266
362663.ECP_1088 362663.ECP_4301 241
362663.ECP_1088 362663.ECP_1979 183
362663.ECP_1088 362663.ECP_4265 165
362663.ECP_1088 362663.ECP_2485 151
362663.ECP_1088 362663.ECP_0535 241
362663.ECP_1088 362663.ECP_4280 173
362663.ECP_1088 362663.ECP_2614 279
362663.ECP_1088 362663.ECP_2866 151
